OMRÅDE;KØN;ALDER;CIVILSTAND;TID;INDHOLD
Egedal;Mænd;32 år;Fraskilt;2008K1;7
Egedal;Mænd;32 år;Fraskilt;2020K1;5
Egedal;Mænd;33 år;Fraskilt;2008K1;12
Egedal;Mænd;33 år;Fraskilt;2020K1;5
Egedal;Mænd;34 år;Fraskilt;2008K1;10
Egedal;Mænd;34 år;Fraskilt;2020K1;10
Egedal;Mænd;35 år;Fraskilt;2008K1;18
Egedal;Mænd;35 år;Fraskilt;2020K1;10
Egedal;Mænd;36 år;Fraskilt;2008K1;15
Egedal;Mænd;36 år;Fraskilt;2020K1;13
Egedal;Mænd;37 år;Fraskilt;2008K1;20
Egedal;Mænd;37 år;Fraskilt;2020K1;9
Egedal;Mænd;38 år;Fraskilt;2008K1;23
Egedal;Mænd;38 år;Fraskilt;2020K1;20
Egedal;Mænd;39 år;Fraskilt;2008K1;23
Egedal;Mænd;39 år;Fraskilt;2020K1;23
Egedal;Mænd;40 år;Fraskilt;2008K1;26
Egedal;Mænd;40 år;Fraskilt;2020K1;20
Egedal;Mænd;41 år;Fraskilt;2008K1;32
Egedal;Mænd;41 år;Fraskilt;2020K1;24
Egedal;Mænd;42 år;Fraskilt;2008K1;45
Egedal;Mænd;42 år;Fraskilt;2020K1;21
Egedal;Mænd;43 år;Fraskilt;2008K1;30
Egedal;Mænd;43 år;Fraskilt;2020K1;36
Egedal;Mænd;44 år;Fraskilt;2008K1;37
Egedal;Mænd;44 år;Fraskilt;2020K1;47
Egedal;Mænd;45 år;Fraskilt;2008K1;44
Egedal;Mænd;45 år;Fraskilt;2020K1;52
Egedal;Mænd;46 år;Fraskilt;2008K1;33
Egedal;Mænd;46 år;Fraskilt;2020K1;47
Egedal;Mænd;47 år;Fraskilt;2008K1;34
Egedal;Mænd;47 år;Fraskilt;2020K1;42
Egedal;Mænd;48 år;Fraskilt;2008K1;26
Egedal;Mænd;48 år;Fraskilt;2020K1;44
Egedal;Mænd;49 år;Fraskilt;2008K1;30
Egedal;Mænd;49 år;Fraskilt;2020K1;53
Egedal;Mænd;50 år;Fraskilt;2008K1;23
Egedal;Mænd;50 år;Fraskilt;2020K1;56
Egedal;Mænd;51 år;Fraskilt;2008K1;27
Egedal;Mænd;51 år;Fraskilt;2020K1;53
Egedal;Mænd;52 år;Fraskilt;2008K1;27
Egedal;Mænd;52 år;Fraskilt;2020K1;56
Egedal;Mænd;53 år;Fraskilt;2008K1;23
Egedal;Mænd;53 år;Fraskilt;2020K1;45
Egedal;Mænd;54 år;Fraskilt;2008K1;23
Egedal;Mænd;54 år;Fraskilt;2020K1;70
Egedal;Mænd;55 år;Fraskilt;2008K1;13
Egedal;Mænd;55 år;Fraskilt;2020K1;40
Egedal;Mænd;56 år;Fraskilt;2008K1;25
Egedal;Mænd;56 år;Fraskilt;2020K1;54
Egedal;Mænd;57 år;Fraskilt;2008K1;31
Egedal;Mænd;57 år;Fraskilt;2020K1;48
Egedal;Mænd;58 år;Fraskilt;2008K1;21
Egedal;Mænd;58 år;Fraskilt;2020K1;33
Egedal;Mænd;59 år;Fraskilt;2008K1;30
Egedal;Mænd;59 år;Fraskilt;2020K1;30
Egedal;Mænd;60 år;Fraskilt;2008K1;36
Egedal;Mænd;60 år;Fraskilt;2020K1;38
Egedal;Mænd;61 år;Fraskilt;2008K1;33
Egedal;Mænd;61 år;Fraskilt;2020K1;30
Egedal;Mænd;62 år;Fraskilt;2008K1;37
Egedal;Mænd;62 år;Fraskilt;2020K1;22
Egedal;Mænd;63 år;Fraskilt;2008K1;30
Egedal;Mænd;63 år;Fraskilt;2020K1;35
Egedal;Mænd;64 år;Fraskilt;2008K1;24
Egedal;Mænd;64 år;Fraskilt;2020K1;20
Egedal;Mænd;65 år;Fraskilt;2008K1;30
Egedal;Mænd;65 år;Fraskilt;2020K1;16
Egedal;Mænd;66 år;Fraskilt;2008K1;18
Egedal;Mænd;66 år;Fraskilt;2020K1;18
Egedal;Mænd;67 år;Fraskilt;2008K1;12
Egedal;Mænd;67 år;Fraskilt;2020K1;13
Egedal;Mænd;68 år;Fraskilt;2008K1;10
Egedal;Mænd;68 år;Fraskilt;2020K1;19
Egedal;Mænd;69 år;Fraskilt;2008K1;12
Egedal;Mænd;69 år;Fraskilt;2020K1;28
Egedal;Mænd;70 år;Fraskilt;2008K1;18
Egedal;Mænd;70 år;Fraskilt;2020K1;23
Egedal;Mænd;71 år;Fraskilt;2008K1;11
Egedal;Mænd;71 år;Fraskilt;2020K1;23
Egedal;Mænd;72 år;Fraskilt;2008K1;8
Egedal;Mænd;72 år;Fraskilt;2020K1;26
Egedal;Mænd;73 år;Fraskilt;2008K1;10
Egedal;Mænd;73 år;Fraskilt;2020K1;21
Egedal;Mænd;74 år;Fraskilt;2008K1;4
Egedal;Mænd;74 år;Fraskilt;2020K1;20
Egedal;Mænd;75 år;Fraskilt;2008K1;10
Egedal;Mænd;75 år;Fraskilt;2020K1;21
Egedal;Mænd;76 år;Fraskilt;2008K1;7
Egedal;Mænd;76 år;Fraskilt;2020K1;14
Egedal;Mænd;77 år;Fraskilt;2008K1;6
Egedal;Mænd;77 år;Fraskilt;2020K1;19
Egedal;Mænd;78 år;Fraskilt;2008K1;4
Egedal;Mænd;78 år;Fraskilt;2020K1;8
Egedal;Mænd;79 år;Fraskilt;2008K1;3
Egedal;Mænd;79 år;Fraskilt;2020K1;6
Egedal;Mænd;80 år;Fraskilt;2008K1;0
Egedal;Mænd;80 år;Fraskilt;2020K1;5
Egedal;Mænd;81 år;Fraskilt;2008K1;3
Egedal;Mænd;81 år;Fraskilt;2020K1;9
Egedal;Mænd;82 år;Fraskilt;2008K1;2
Egedal;Mænd;82 år;Fraskilt;2020K1;7
Egedal;Mænd;83 år;Fraskilt;2008K1;2
Egedal;Mænd;83 år;Fraskilt;2020K1;5
Egedal;Mænd;84 år;Fraskilt;2008K1;0
Egedal;Mænd;84 år;Fraskilt;2020K1;4
Egedal;Mænd;85 år;Fraskilt;2008K1;0
Egedal;Mænd;85 år;Fraskilt;2020K1;4
Egedal;Mænd;86 år;Fraskilt;2008K1;0
Egedal;Mænd;86 år;Fraskilt;2020K1;3
Egedal;Mænd;87 år;Fraskilt;2008K1;2
Egedal;Mænd;87 år;Fraskilt;2020K1;2
Egedal;Mænd;88 år;Fraskilt;2008K1;1
Egedal;Mænd;88 år;Fraskilt;2020K1;1
Egedal;Mænd;89 år;Fraskilt;2008K1;0
Egedal;Mænd;89 år;Fraskilt;2020K1;2
Egedal;Mænd;90 år;Fraskilt;2008K1;1
Egedal;Mænd;90 år;Fraskilt;2020K1;0
Egedal;Mænd;91 år;Fraskilt;2008K1;0
Egedal;Mænd;91 år;Fraskilt;2020K1;0
Egedal;Mænd;92 år;Fraskilt;2008K1;0
Egedal;Mænd;92 år;Fraskilt;2020K1;0
Egedal;Mænd;93 år;Fraskilt;2008K1;0
Egedal;Mænd;93 år;Fraskilt;2020K1;1
Egedal;Mænd;94 år;Fraskilt;2008K1;0
Egedal;Mænd;94 år;Fraskilt;2020K1;0
Egedal;Mænd;95 år;Fraskilt;2008K1;0
Egedal;Mænd;95 år;Fraskilt;2020K1;1
Egedal;Mænd;96 år;Fraskilt;2008K1;0
Egedal;Mænd;96 år;Fraskilt;2020K1;0
Egedal;Mænd;97 år;Fraskilt;2008K1;0
Egedal;Mænd;97 år;Fraskilt;2020K1;0
Egedal;Mænd;98 år;Fraskilt;2008K1;0
Egedal;Mænd;98 år;Fraskilt;2020K1;0
Egedal;Mænd;99 år;Fraskilt;2008K1;0
Egedal;Mænd;99 år;Fraskilt;2020K1;0
Egedal;Mænd;100 år;Fraskilt;2008K1;0
Egedal;Mænd;100 år;Fraskilt;2020K1;0
Egedal;Mænd;101 år;Fraskilt;2008K1;0
Egedal;Mænd;101 år;Fraskilt;2020K1;0
Egedal;Mænd;102 år;Fraskilt;2008K1;0
Egedal;Mænd;102 år;Fraskilt;2020K1;0
Egedal;Mænd;103 år;Fraskilt;2008K1;0
Egedal;Mænd;103 år;Fraskilt;2020K1;0
Egedal;Mænd;104 år;Fraskilt;2008K1;0
Egedal;Mænd;104 år;Fraskilt;2020K1;0
Egedal;Mænd;105 år;Fraskilt;2008K1;0
Egedal;Mænd;105 år;Fraskilt;2020K1;0
Egedal;Mænd;106 år;Fraskilt;2008K1;0
Egedal;Mænd;106 år;Fraskilt;2020K1;0
Egedal;Mænd;107 år;Fraskilt;2008K1;0
Egedal;Mænd;107 år;Fraskilt;2020K1;0
Egedal;Mænd;108 år;Fraskilt;2008K1;0
Egedal;Mænd;108 år;Fraskilt;2020K1;0
Egedal;Mænd;109 år;Fraskilt;2008K1;0
Egedal;Mænd;109 år;Fraskilt;2020K1;0
Egedal;Mænd;110 år;Fraskilt;2008K1;0
Egedal;Mænd;110 år;Fraskilt;2020K1;0
Egedal;Mænd;111 år;Fraskilt;2008K1;0
Egedal;Mænd;111 år;Fraskilt;2020K1;0
Egedal;Mænd;112 år;Fraskilt;2008K1;0
Egedal;Mænd;112 år;Fraskilt;2020K1;0
Egedal;Mænd;113 år;Fraskilt;2008K1;0
Egedal;Mænd;113 år;Fraskilt;2020K1;0
Egedal;Mænd;114 år;Fraskilt;2008K1;0
Egedal;Mænd;114 år;Fraskilt;2020K1;0
Egedal;Mænd;115 år;Fraskilt;2008K1;0
Egedal;Mænd;115 år;Fraskilt;2020K1;0
Egedal;Mænd;116 år;Fraskilt;2008K1;0
Egedal;Mænd;116 år;Fraskilt;2020K1;0
Egedal;Mænd;117 år;Fraskilt;2008K1;0
Egedal;Mænd;117 år;Fraskilt;2020K1;0
Egedal;Mænd;118 år;Fraskilt;2008K1;0
Egedal;Mænd;118 år;Fraskilt;2020K1;0
Egedal;Mænd;119 år;Fraskilt;2008K1;0
Egedal;Mænd;119 år;Fraskilt;2020K1;0
Egedal;Mænd;120 år;Fraskilt;2008K1;0
Egedal;Mænd;120 år;Fraskilt;2020K1;0
Egedal;Mænd;121 år;Fraskilt;2008K1;0
Egedal;Mænd;121 år;Fraskilt;2020K1;0
Egedal;Mænd;122 år;Fraskilt;2008K1;0
Egedal;Mænd;122 år;Fraskilt;2020K1;0
Egedal;Mænd;123 år;Fraskilt;2008K1;0
Egedal;Mænd;123 år;Fraskilt;2020K1;0
Egedal;Mænd;124 år;Fraskilt;2008K1;0
Egedal;Mænd;124 år;Fraskilt;2020K1;0
Egedal;Mænd;125 år;Fraskilt;2008K1;0
Egedal;Mænd;125 år;Fraskilt;2020K1;0
Egedal;Kvinder;I alt;Fraskilt;2008K1;1327
Egedal;Kvinder;I alt;Fraskilt;2020K1;1926
Egedal;Kvinder;0 år;Fraskilt;2008K1;0
Egedal;Kvinder;0 år;Fraskilt;2020K1;0
Egedal;Kvinder;1 år;Fraskilt;2008K1;0
Egedal;Kvinder;1 år;Fraskilt;2020K1;0
Egedal;Kvinder;2 år;Fraskilt;2008K1;0
Egedal;Kvinder;2 år;Fraskilt;2020K1;0
Egedal;Kvinder;3 år;Fraskilt;2008K1;0
Egedal;Kvinder;3 år;Fraskilt;2020K1;0
Egedal;Kvinder;4 år;Fraskilt;2008K1;0
Egedal;Kvinder;4 år;Fraskilt;2020K1;0
Egedal;Kvinder;5 år;Fraskilt;2008K1;0
Egedal;Kvinder;5 år;Fraskilt;2020K1;0
Egedal;Kvinder;6 år;Fraskilt;2008K1;0
Egedal;Kvinder;6 år;Fraskilt;2020K1;0
Egedal;Kvinder;7 år;Fraskilt;2008K1;0
Egedal;Kvinder;7 år;Fraskilt;2020K1;0
Egedal;Kvinder;8 år;Fraskilt;2008K1;0
Egedal;Kvinder;8 år;Fraskilt;2020K1;0
Egedal;Kvinder;9 år;Fraskilt;2008K1;0
Egedal;Kvinder;9 år;Fraskilt;2020K1;0
Egedal;Kvinder;10 år;Fraskilt;2008K1;0
Egedal;Kvinder;10 år;Fraskilt;2020K1;0
Egedal;Kvinder;11 år;Fraskilt;2008K1;0
Egedal;Kvinder;11 år;Fraskilt;2020K1;0
Egedal;Kvinder;12 år;Fraskilt;2008K1;0
Egedal;Kvinder;12 år;Fraskilt;2020K1;0
Egedal;Kvinder;13 år;Fraskilt;2008K1;0
Egedal;Kvinder;13 år;Fraskilt;2020K1;0
Egedal;Kvinder;14 år;Fraskilt;2008K1;0
Egedal;Kvinder;14 år;Fraskilt;2020K1;0
Egedal;Kvinder;15 år;Fraskilt;2008K1;0
Egedal;Kvinder;15 år;Fraskilt;2020K1;0
Egedal;Kvinder;16 år;Fraskilt;2008K1;0
Egedal;Kvinder;16 år;Fraskilt;2020K1;0
Egedal;Kvinder;17 år;Fraskilt;2008K1;0
Egedal;Kvinder;17 år;Fraskilt;2020K1;0
Egedal;Kvinder;18 år;Fraskilt;2008K1;0
Egedal;Kvinder;18 år;Fraskilt;2020K1;0
Egedal;Kvinder;19 år;Fraskilt;2008K1;0
Egedal;Kvinder;19 år;Fraskilt;2020K1;0
Egedal;Kvinder;20 år;Fraskilt;2008K1;0
Egedal;Kvinder;20 år;Fraskilt;2020K1;0
Egedal;Kvinder;21 år;Fraskilt;2008K1;0
Egedal;Kvinder;21 år;Fraskilt;2020K1;0
Egedal;Kvinder;22 år;Fraskilt;2008K1;0
Egedal;Kvinder;22 år;Fraskilt;2020K1;0
Egedal;Kvinder;23 år;Fraskilt;2008K1;0
Egedal;Kvinder;23 år;Fraskilt;2020K1;0
Egedal;Kvinder;24 år;Fraskilt;2008K1;2
Egedal;Kvinder;24 år;Fraskilt;2020K1;0
Egedal;Kvinder;25 år;Fraskilt;2008K1;0
Egedal;Kvinder;25 år;Fraskilt;2020K1;1
Egedal;Kvinder;26 år;Fraskilt;2008K1;2
Egedal;Kvinder;26 år;Fraskilt;2020K1;2
Egedal;Kvinder;27 år;Fraskilt;2008K1;1
Egedal;Kvinder;27 år;Fraskilt;2020K1;1
Egedal;Kvinder;28 år;Fraskilt;2008K1;1
Egedal;Kvinder;28 år;Fraskilt;2020K1;4
Egedal;Kvinder;29 år;Fraskilt;2008K1;3
Egedal;Kvinder;29 år;Fraskilt;2020K1;7
Egedal;Kvinder;30 år;Fraskilt;2008K1;2
Egedal;Kvinder;30 år;Fraskilt;2020K1;3
Egedal;Kvinder;31 år;Fraskilt;2008K1;7
Egedal;Kvinder;31 år;Fraskilt;2020K1;8
Egedal;Kvinder;32 år;Fraskilt;2008K1;16
Egedal;Kvinder;32 år;Fraskilt;2020K1;9
Egedal;Kvinder;33 år;Fraskilt;2008K1;19
Egedal;Kvinder;33 år;Fraskilt;2020K1;7
Egedal;Kvinder;34 år;Fraskilt;2008K1;13
Egedal;Kvinder;34 år;Fraskilt;2020K1;13
Egedal;Kvinder;35 år;Fraskilt;2008K1;21
Egedal;Kvinder;35 år;Fraskilt;2020K1;19
Egedal;Kvinder;36 år;Fraskilt;2008K1;29
Egedal;Kvinder;36 år;Fraskilt;2020K1;10
Egedal;Kvinder;37 år;Fraskilt;2008K1;28
Egedal;Kvinder;37 år;Fraskilt;2020K1;16
Egedal;Kvinder;38 år;Fraskilt;2008K1;32
Egedal;Kvinder;38 år;Fraskilt;2020K1;26
Egedal;Kvinder;39 år;Fraskilt;2008K1;38
Egedal;Kvinder;39 år;Fraskilt;2020K1;31
Egedal;Kvinder;40 år;Fraskilt;2008K1;34
Egedal;Kvinder;40 år;Fraskilt;2020K1;32
Egedal;Kvinder;41 år;Fraskilt;2008K1;42
Egedal;Kvinder;41 år;Fraskilt;2020K1;36
Egedal;Kvinder;42 år;Fraskilt;2008K1;36
Egedal;Kvinder;42 år;Fraskilt;2020K1;34
Egedal;Kvinder;43 år;Fraskilt;2008K1;56
Egedal;Kvinder;43 år;Fraskilt;2020K1;49
Egedal;Kvinder;44 år;Fraskilt;2008K1;41
Egedal;Kvinder;44 år;Fraskilt;2020K1;55
Egedal;Kvinder;45 år;Fraskilt;2008K1;42
Egedal;Kvinder;45 år;Fraskilt;2020K1;60
Egedal;Kvinder;46 år;Fraskilt;2008K1;45
Egedal;Kvinder;46 år;Fraskilt;2020K1;60
Egedal;Kvinder;47 år;Fraskilt;2008K1;40
Egedal;Kvinder;47 år;Fraskilt;2020K1;61
Egedal;Kvinder;48 år;Fraskilt;2008K1;45
Egedal;Kvinder;48 år;Fraskilt;2020K1;63
Egedal;Kvinder;49 år;Fraskilt;2008K1;34
Egedal;Kvinder;49 år;Fraskilt;2020K1;62
Egedal;Kvinder;50 år;Fraskilt;2008K1;29
Egedal;Kvinder;50 år;Fraskilt;2020K1;63
Egedal;Kvinder;51 år;Fraskilt;2008K1;27
Egedal;Kvinder;51 år;Fraskilt;2020K1;72
Egedal;Kvinder;52 år;Fraskilt;2008K1;33
Egedal;Kvinder;52 år;Fraskilt;2020K1;68
Egedal;Kvinder;53 år;Fraskilt;2008K1;24
Egedal;Kvinder;53 år;Fraskilt;2020K1;67
Egedal;Kvinder;54 år;Fraskilt;2008K1;26
Egedal;Kvinder;54 år;Fraskilt;2020K1;59
Egedal;Kvinder;55 år;Fraskilt;2008K1;31
Egedal;Kvinder;55 år;Fraskilt;2020K1;63
Egedal;Kvinder;56 år;Fraskilt;2008K1;31
Egedal;Kvinder;56 år;Fraskilt;2020K1;53
Egedal;Kvinder;57 år;Fraskilt;2008K1;31
Egedal;Kvinder;57 år;Fraskilt;2020K1;53
Egedal;Kvinder;58 år;Fraskilt;2008K1;28
Egedal;Kvinder;58 år;Fraskilt;2020K1;39
Egedal;Kvinder;59 år;Fraskilt;2008K1;40
Egedal;Kvinder;59 år;Fraskilt;2020K1;40
Egedal;Kvinder;60 år;Fraskilt;2008K1;32
Egedal;Kvinder;60 år;Fraskilt;2020K1;38
Egedal;Kvinder;61 år;Fraskilt;2008K1;38
Egedal;Kvinder;61 år;Fraskilt;2020K1;32
Egedal;Kvinder;62 år;Fraskilt;2008K1;44
Egedal;Kvinder;62 år;Fraskilt;2020K1;26
Egedal;Kvinder;63 år;Fraskilt;2008K1;29
Egedal;Kvinder;63 år;Fraskilt;2020K1;31
Egedal;Kvinder;64 år;Fraskilt;2008K1;34
Egedal;Kvinder;64 år;Fraskilt;2020K1;28
Egedal;Kvinder;65 år;Fraskilt;2008K1;20
Egedal;Kvinder;65 år;Fraskilt;2020K1;34
Egedal;Kvinder;66 år;Fraskilt;2008K1;26
Egedal;Kvinder;66 år;Fraskilt;2020K1;32
Egedal;Kvinder;67 år;Fraskilt;2008K1;29
Egedal;Kvinder;67 år;Fraskilt;2020K1;29
Egedal;Kvinder;68 år;Fraskilt;2008K1;14
Egedal;Kvinder;68 år;Fraskilt;2020K1;42
Egedal;Kvinder;69 år;Fraskilt;2008K1;17
Egedal;Kvinder;69 år;Fraskilt;2020K1;36
Egedal;Kvinder;70 år;Fraskilt;2008K1;17
Egedal;Kvinder;70 år;Fraskilt;2020K1;21
Egedal;Kvinder;71 år;Fraskilt;2008K1;14
Egedal;Kvinder;71 år;Fraskilt;2020K1;32
Egedal;Kvinder;72 år;Fraskilt;2008K1;10
Egedal;Kvinder;72 år;Fraskilt;2020K1;33
Egedal;Kvinder;73 år;Fraskilt;2008K1;13
Egedal;Kvinder;73 år;Fraskilt;2020K1;28
Egedal;Kvinder;74 år;Fraskilt;2008K1;8
Egedal;Kvinder;74 år;Fraskilt;2020K1;38
Egedal;Kvinder;75 år;Fraskilt;2008K1;10
Egedal;Kvinder;75 år;Fraskilt;2020K1;28
Egedal;Kvinder;76 år;Fraskilt;2008K1;8
Egedal;Kvinder;76 år;Fraskilt;2020K1;27
Egedal;Kvinder;77 år;Fraskilt;2008K1;7
Egedal;Kvinder;77 år;Fraskilt;2020K1;15
Egedal;Kvinder;78 år;Fraskilt;2008K1;4
Egedal;Kvinder;78 år;Fraskilt;2020K1;20
Egedal;Kvinder;79 år;Fraskilt;2008K1;1
Egedal;Kvinder;79 år;Fraskilt;2020K1;26
Egedal;Kvinder;80 år;Fraskilt;2008K1;4
Egedal;Kvinder;80 år;Fraskilt;2020K1;11
Egedal;Kvinder;81 år;Fraskilt;2008K1;3
Egedal;Kvinder;81 år;Fraskilt;2020K1;10
Egedal;Kvinder;82 år;Fraskilt;2008K1;2
Egedal;Kvinder;82 år;Fraskilt;2020K1;15
Egedal;Kvinder;83 år;Fraskilt;2008K1;1
Egedal;Kvinder;83 år;Fraskilt;2020K1;5
Egedal;Kvinder;84 år;Fraskilt;2008K1;1
Egedal;Kvinder;84 år;Fraskilt;2020K1;7
Egedal;Kvinder;85 år;Fraskilt;2008K1;0
Egedal;Kvinder;85 år;Fraskilt;2020K1;11
Egedal;Kvinder;86 år;Fraskilt;2008K1;3
Egedal;Kvinder;86 år;Fraskilt;2020K1;7
Egedal;Kvinder;87 år;Fraskilt;2008K1;1
Egedal;Kvinder;87 år;Fraskilt;2020K1;6
Egedal;Kvinder;88 år;Fraskilt;2008K1;3
Egedal;Kvinder;88 år;Fraskilt;2020K1;2
Egedal;Kvinder;89 år;Fraskilt;2008K1;0
Egedal;Kvinder;89 år;Fraskilt;2020K1;1
Egedal;Kvinder;90 år;Fraskilt;2008K1;2
Egedal;Kvinder;90 år;Fraskilt;2020K1;5
Egedal;Kvinder;91 år;Fraskilt;2008K1;1
Egedal;Kvinder;91 år;Fraskilt;2020K1;1
Egedal;Kvinder;92 år;Fraskilt;2008K1;1
Egedal;Kvinder;92 år;Fraskilt;2020K1;1
Egedal;Kvinder;93 år;Fraskilt;2008K1;0
Egedal;Kvinder;93 år;Fraskilt;2020K1;1
Egedal;Kvinder;94 år;Fraskilt;2008K1;0
Egedal;Kvinder;94 år;Fraskilt;2020K1;0
Egedal;Kvinder;95 år;Fraskilt;2008K1;0
Egedal;Kvinder;95 år;Fraskilt;2020K1;1
Egedal;Kvinder;96 år;Fraskilt;2008K1;0
Egedal;Kvinder;96 år;Fraskilt;2020K1;0
Egedal;Kvinder;97 år;Fraskilt;2008K1;0
Egedal;Kvinder;97 år;Fraskilt;2020K1;0
Egedal;Kvinder;98 år;Fraskilt;2008K1;0
Egedal;Kvinder;98 år;Fraskilt;2020K1;0
Egedal;Kvinder;99 år;Fraskilt;2008K1;1
Egedal;Kvinder;99 år;Fraskilt;2020K1;0
Egedal;Kvinder;100 år;Fraskilt;2008K1;0
Egedal;Kvinder;100 år;Fraskilt;2020K1;0
Egedal;Kvinder;101 år;Fraskilt;2008K1;0
Egedal;Kvinder;101 år;Fraskilt;2020K1;0
Egedal;Kvinder;102 år;Fraskilt;2008K1;0
Egedal;Kvinder;102 år;Fraskilt;2020K1;0
Egedal;Kvinder;103 år;Fraskilt;2008K1;0
Egedal;Kvinder;103 år;Fraskilt;2020K1;0
Egedal;Kvinder;104 år;Fraskilt;2008K1;0
Egedal;Kvinder;104 år;Fraskilt;2020K1;0
Egedal;Kvinder;105 år;Fraskilt;2008K1;0
Egedal;Kvinder;105 år;Fraskilt;2020K1;0
Egedal;Kvinder;106 år;Fraskilt;2008K1;0
Egedal;Kvinder;106 år;Fraskilt;2020K1;0
Egedal;Kvinder;107 år;Fraskilt;2008K1;0
Egedal;Kvinder;107 år;Fraskilt;2020K1;0
Egedal;Kvinder;108 år;Fraskilt;2008K1;0
Egedal;Kvinder;108 år;Fraskilt;2020K1;0
Egedal;Kvinder;109 år;Fraskilt;2008K1;0
Egedal;Kvinder;109 år;Fraskilt;2020K1;0
Egedal;Kvinder;110 år;Fraskilt;2008K1;0
Egedal;Kvinder;110 år;Fraskilt;2020K1;0
Egedal;Kvinder;111 år;Fraskilt;2008K1;0
Egedal;Kvinder;111 år;Fraskilt;2020K1;0
Egedal;Kvinder;112 år;Fraskilt;2008K1;0
Egedal;Kvinder;112 år;Fraskilt;2020K1;0
Egedal;Kvinder;113 år;Fraskilt;2008K1;0
Egedal;Kvinder;113 år;Fraskilt;2020K1;0
Egedal;Kvinder;114 år;Fraskilt;2008K1;0
Egedal;Kvinder;114 år;Fraskilt;2020K1;0
Egedal;Kvinder;115 år;Fraskilt;2008K1;0
Egedal;Kvinder;115 år;Fraskilt;2020K1;0
Egedal;Kvinder;116 år;Fraskilt;2008K1;0
Egedal;Kvinder;116 år;Fraskilt;2020K1;0
Egedal;Kvinder;117 år;Fraskilt;2008K1;0
Egedal;Kvinder;117 år;Fraskilt;2020K1;0
Egedal;Kvinder;118 år;Fraskilt;2008K1;0
Egedal;Kvinder;118 år;Fraskilt;2020K1;0
Egedal;Kvinder;119 år;Fraskilt;2008K1;0
Egedal;Kvinder;119 år;Fraskilt;2020K1;0
Egedal;Kvinder;120 år;Fraskilt;2008K1;0
Egedal;Kvinder;120 år;Fraskilt;2020K1;0
Egedal;Kvinder;121 år;Fraskilt;2008K1;0
Egedal;Kvinder;121 år;Fraskilt;2020K1;0
Egedal;Kvinder;122 år;Fraskilt;2008K1;0
Egedal;Kvinder;122 år;Fraskilt;2020K1;0
Egedal;Kvinder;123 år;Fraskilt;2008K1;0
Egedal;Kvinder;123 år;Fraskilt;2020K1;0
Egedal;Kvinder;124 år;Fraskilt;2008K1;0
Egedal;Kvinder;124 år;Fraskilt;2020K1;0
Egedal;Kvinder;125 år;Fraskilt;2008K1;0
Egedal;Kvinder;125 år;Fraskilt;2020K1;0
Fredensborg;I alt;I alt;Fraskilt;2008K1;3526
Fredensborg;I alt;I alt;Fraskilt;2020K1;4182
Fredensborg;I alt;0 år;Fraskilt;2008K1;0
Fredensborg;I alt;0 år;Fraskilt;2020K1;0
Fredensborg;I alt;1 år;Fraskilt;2008K1;0
Fredensborg;I alt;1 år;Fraskilt;2020K1;0
Fredensborg;I alt;2 år;Fraskilt;2008K1;0
Fredensborg;I alt;2 år;Fraskilt;2020K1;0
Fredensborg;I alt;3 år;Fraskilt;2008K1;0
Fredensborg;I alt;3 år;Fraskilt;2020K1;0
Fredensborg;I alt;4 år;Fraskilt;2008K1;0
Fredensborg;I alt;4 år;Fraskilt;2020K1;0
Fredensborg;I alt;5 år;Fraskilt;2008K1;0
Fredensborg;I alt;5 år;Fraskilt;2020K1;0
Fredensborg;I alt;6 år;Fraskilt;2008K1;0
Fredensborg;I alt;6 år;Fraskilt;2020K1;0
Fredensborg;I alt;7 år;Fraskilt;2008K1;0
Fredensborg;I alt;7 år;Fraskilt;2020K1;0
Fredensborg;I alt;8 år;Fraskilt;2008K1;0
Fredensborg;I alt;8 år;Fraskilt;2020K1;0
Fredensborg;I alt;9 år;Fraskilt;2008K1;0
Fredensborg;I alt;9 år;Fraskilt;2020K1;0
Fredensborg;I alt;10 år;Fraskilt;2008K1;0
Fredensborg;I alt;10 år;Fraskilt;2020K1;0
Fredensborg;I alt;11 år;Fraskilt;2008K1;0
Fredensborg;I alt;11 år;Fraskilt;2020K1;0
Fredensborg;I alt;12 år;Fraskilt;2008K1;0
Fredensborg;I alt;12 år;Fraskilt;2020K1;0
Fredensborg;I alt;13 år;Fraskilt;2008K1;0
Fredensborg;I alt;13 år;Fraskilt;2020K1;0
Fredensborg;I alt;14 år;Fraskilt;2008K1;0
Fredensborg;I alt;14 år;Fraskilt;2020K1;0
Fredensborg;I alt;15 år;Fraskilt;2008K1;0
Fredensborg;I alt;15 år;Fraskilt;2020K1;0
Fredensborg;I alt;16 år;Fraskilt;2008K1;0
Fredensborg;I alt;16 år;Fraskilt;2020K1;0
Fredensborg;I alt;17 år;Fraskilt;2008K1;0
Fredensborg;I alt;17 år;Fraskilt;2020K1;0
Fredensborg;I alt;18 år;Fraskilt;2008K1;0
Fredensborg;I alt;18 år;Fraskilt;2020K1;0
Fredensborg;I alt;19 år;Fraskilt;2008K1;0
Fredensborg;I alt;19 år;Fraskilt;2020K1;0
Fredensborg;I alt;20 år;Fraskilt;2008K1;0
Fredensborg;I alt;20 år;Fraskilt;2020K1;0
Fredensborg;I alt;21 år;Fraskilt;2008K1;0
